Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, 覆盖板：杂酚油
thermaldynamics:cover:0, 覆盖板：IC2热冷却液
thermaldynamics:cover:0, 覆盖板：绳状熔岩
thermaldynamics:cover:0, 覆盖板：生物质
thermaldynamics:cover:0, 覆盖板：沼气
thermaldynamics:cover:0, 覆盖板：蒸馏水
thermaldynamics:cover:0, 覆盖板：过热蒸汽
thermaldynamics:cover:0, 覆盖板：蒸汽
thermaldynamics:cover:0, 覆盖板：温泉水
thermaldynamics:cover:0, 覆盖板：除草剂喷雾
thermaldynamics:cover:0, 覆盖板：空气
thermaldynamics:cover:0, 覆盖板：氢气
thermaldynamics:cover:0, 覆盖板：氧气
thermaldynamics:cover:0, 覆盖板：重水
thermaldynamics:cover:0, 覆盖板：铜矿石
thermaldynamics:cover:0, 覆盖板：锡矿石
thermaldynamics:cover:0, 覆盖板：银矿石
thermaldynamics:cover:0, 覆盖板：铅矿石
thermaldynamics:cover:0, 覆盖板：铝矿石
thermaldynamics:cover:0, 覆盖板：镍矿石
thermaldynamics:cover:0, 覆盖板：铂矿石
thermaldynamics:cover:0, 覆盖板：铱矿石
thermaldynamics:cover:0, 覆盖板：蕴魔秘银矿石
thermaldynamics:cover:0, 覆盖板：油砂
thermaldynamics:cover:0, 覆盖板：油页岩
thermaldynamics:cover:0, 覆盖板：不稳定红石矿石
thermaldynamics:cover:0, 覆盖板：充能地狱岩
thermaldynamics:cover:0, 覆盖板：谐振末影矿石
thermaldynamics:cover:0, 覆盖板：油砂
thermaldynamics:cover:0, 覆盖板：铜块
thermaldynamics:cover:0, 覆盖板：锡块
thermaldynamics:cover:0, 覆盖板：银块
thermaldynamics:cover:0, 覆盖板：铅块
thermaldynamics:cover:0, 覆盖板：铝块
thermaldynamics:cover:0, 覆盖板：镍块
thermaldynamics:cover:0, 覆盖板：铂块
thermaldynamics:cover:0, 覆盖板：铱块
thermaldynamics:cover:0, 覆盖板：蕴魔秘银块
thermaldynamics:cover:0, 覆盖板：钢块
thermaldynamics:cover:0, 覆盖板：琥珀金块
thermaldynamics:cover:0, 覆盖板：殷钢块
thermaldynamics:cover:0, 覆盖板：青铜块
thermaldynamics:cover:0, 覆盖板：康铜块
thermaldynamics:cover:0, 覆盖板：信素块
thermaldynamics:cover:0, 覆盖板：流明块
thermaldynamics:cover:0, 覆盖板：末影块
thermaldynamics:cover:0, 覆盖板：木炭块
thermaldynamics:cover:0, 覆盖板：焦炭块
thermaldynamics:cover:0, 覆盖板：硬化铜玻璃
thermaldynamics:cover:0, 覆盖板：硬化锡玻璃
thermaldynamics:cover:0, 覆盖板：硬化银玻璃
thermaldynamics:cover:0, 覆盖板：硬化玻璃
thermaldynamics:cover:0, 覆盖板：硬化铝玻璃
thermaldynamics:cover:0, 覆盖板：硬化镍玻璃
thermaldynamics:cover:0, 覆盖板：硬化铂玻璃
thermaldynamics:cover:0, 覆盖板：硬化铱玻璃
thermaldynamics:cover:0, 覆盖板：硬化蕴魔秘银玻璃
thermaldynamics:cover:0, 覆盖板：硬化钢玻璃
thermaldynamics:cover:0, 覆盖板：硬化琥珀金玻璃
thermaldynamics:cover:0, 覆盖板：硬化殷钢玻璃
thermaldynamics:cover:0, 覆盖板：硬化青铜玻璃
thermaldynamics:cover:0, 覆盖板：硬化康铜玻璃
thermaldynamics:cover:0, 覆盖板：硬化信素玻璃
thermaldynamics:cover:0, 覆盖板：硬化流明玻璃
thermaldynamics:cover:0, 覆盖板：硬化末影玻璃
thermaldynamics:cover:0, 覆盖板：黑色石棉
thermaldynamics:cover:0, 覆盖板：红色石棉
thermaldynamics:cover:0, 覆盖板：绿色石棉
thermaldynamics:cover:0, 覆盖板：棕色石棉
thermaldynamics:cover:0, 覆盖板：蓝色石棉
thermaldynamics:cover:0, 覆盖板：紫色石棉
thermaldynamics:cover:0, 覆盖板：青色石棉
thermaldynamics:cover:0, 覆盖板：淡灰色石棉
thermaldynamics:cover:0, 覆盖板：灰色石棉
thermaldynamics:cover:0, 覆盖板：粉红色石棉
thermaldynamics:cover:0, 覆盖板：黄绿色石棉
thermaldynamics:cover:0, 覆盖板：黄色石棉
thermaldynamics:cover:0, 覆盖板：淡蓝色石棉
thermaldynamics:cover:0, 覆盖板：品红色石棉
thermaldynamics:cover:0, 覆盖板：橙色石棉
thermaldynamics:cover:0, 覆盖板：白色石棉
thermaldynamics:cover:0, 覆盖板：末地苔石
thermaldynamics:cover:0, 覆盖板：杂草丛生的石头
thermaldynamics:cover:0, 覆盖板：壤质草方块
thermaldynamics:cover:0, 覆盖板：沙质草方块
thermaldynamics:cover:0, 覆盖板：淤泥草方块
thermaldynamics:cover:0, 覆盖板：原始草方块
thermaldynamics:cover:0, 覆盖板：杂草丛生的地狱岩
thermaldynamics:cover:0, 覆盖板：开花草地
thermaldynamics:cover:0, 覆盖板：菌丝寄生的地狱岩
thermaldynamics:cover:0, 覆盖板：粗壤土
thermaldynamics:cover:0, 覆盖板：壤质土
thermaldynamics:cover:0, 覆盖板：粗沙土
thermaldynamics:cover:0, 覆盖板：沙质土
thermaldynamics:cover:0, 覆盖板：粗淤土
thermaldynamics:cover:0, 覆盖板：淤泥土
thermaldynamics:cover:0, 覆盖板：白沙
thermaldynamics:cover:0, 覆盖板：白砂岩
thermaldynamics:cover:0, 覆盖板：錾制白砂岩
thermaldynamics:cover:0, 覆盖板：平滑白砂岩
thermaldynamics:cover:0, 覆盖板：白砂岩楼梯
thermaldynamics:cover:0, 覆盖板：干沙
thermaldynamics:cover:0, 覆盖板：硬化冰块
thermaldynamics:cover:0, 覆盖板：灰
thermaldynamics:cover:0, 覆盖板：泥巴
thermaldynamics:cover:0, 覆盖板：肉
thermaldynamics:cover:0, 覆盖板：仙域水晶
thermaldynamics:cover:0, 覆盖板：生物精华矿石
thermaldynamics:cover:0, 覆盖板：末影紫水晶矿石
thermaldynamics:cover:0, 覆盖板：红宝石矿石
thermaldynamics:cover:0, 覆盖板：橄榄石矿石
thermaldynamics:cover:0, 覆盖板：黄玉矿石
thermaldynamics:cover:0, 覆盖板：坦桑矿石
thermaldynamics:cover:0, 覆盖板：孔雀石矿石
thermaldynamics:cover:0, 覆盖板：蓝宝石矿石
thermaldynamics:cover:0, 覆盖板：琥珀矿石
thermaldynamics:cover:0, 覆盖板：紫水晶块
thermaldynamics:cover:0, 覆盖板：红宝石块
thermaldynamics:cover:0, 覆盖板：橄榄石块
thermaldynamics:cover:0, 覆盖板：黄玉块
thermaldynamics:cover:0, 覆盖板：坦桑石块
thermaldynamics:cover:0, 覆盖板：孔雀石块
thermaldynamics:cover:0, 覆盖板：蓝宝石块
thermaldynamics:cover:0, 覆盖板：琥珀块
thermaldynamics:cover:0, 覆盖板：蜂房方块
thermaldynamics:cover:0, 覆盖板：蜂房方块
thermaldynamics:cover:0, 覆盖板：空的蜂房方块
thermaldynamics:cover:0, 覆盖板：满的蜂房方块
thermaldynamics:cover:0, 覆盖板：蜂蜜块
thermaldynamics:cover:0, 覆盖板：竹块
thermaldynamics:cover:0, 覆盖板：泥砖
thermaldynamics:cover:0, 覆盖板：泥砖楼梯
thermaldynamics:cover:0, 覆盖板：泥砖台阶
thermaldynamics:cover:0, 覆盖板：白砂岩台阶
thermaldynamics:cover:0, 覆盖板：神圣橡木
thermaldynamics:cover:0, 覆盖板：樱花木
thermaldynamics:cover:0, 覆盖板：暗影木
thermaldynamics:cover:0, 覆盖板：杉木
thermaldynamics:cover:0, 覆盖板：天域木
thermaldynamics:cover:0, 覆盖板：魔法木
thermaldynamics:cover:0, 覆盖板：美洲红木
thermaldynamics:cover:0, 覆盖板：棕榈木
thermaldynamics:cover:0, 覆盖板：红木原木
thermaldynamics:cover:0, 覆盖板：柳木
thermaldynamics:cover:0, 覆盖板：松木
thermaldynamics:cover:0, 覆盖板：地狱皮木
thermaldynamics:cover:0, 覆盖板：蓝花楹木
thermaldynamics:cover:0, 覆盖板：桃花心木
thermaldynamics:cover:0, 覆盖板：檀木
thermaldynamics:cover:0, 覆盖板：桉木
thermaldynamics:cover:0, 覆盖板：巨大花茎
thermaldynamics:cover:0, 覆盖板：垂死木
thermaldynamics:cover:0, 覆盖板：黄秋叶
thermaldynamics:cover:0, 覆盖板：橙秋叶
thermaldynamics:cover:0, 覆盖板：竹叶
thermaldynamics:cover:0, 覆盖板：魔法树树叶
thermaldynamics:cover:0, 覆盖板：暗影树树叶
thermaldynamics:cover:0, 覆盖板：垂死树树叶
thermaldynamics:cover:0, 覆盖板：杉树树叶
thermaldynamics:cover:0, 覆盖板：天域树树叶
thermaldynamics:cover:0, 覆盖板：原始树树叶
thermaldynamics:cover:0, 覆盖板：粉红色樱花树树叶
thermaldynamics:cover:0, 覆盖板：白色樱花树树叶
thermaldynamics:cover:0, 覆盖板：枫树树叶
thermaldynamics:cover:0, 覆盖板：地狱皮树树叶
thermaldynamics:cover:0, 覆盖板：花橡树树叶
thermaldynamics:cover:0, 覆盖板：蓝花楹树树叶
thermaldynamics:cover:0, 覆盖板：神圣橡树树叶
thermaldynamics:cover:0, 覆盖板：美洲红树树叶
thermaldynamics:cover:0, 覆盖板：棕榈树树叶
thermaldynamics:cover:0, 覆盖板：红木树树叶
thermaldynamics:cover:0, 覆盖板：柳树树叶
thermaldynamics:cover:0, 覆盖板：松树树叶
thermaldynamics:cover:0, 覆盖板：桃花心树树叶
thermaldynamics:cover:0, 覆盖板：檀木树树叶
thermaldynamics:cover:0, 覆盖板：桉树树叶
thermaldynamics:cover:0, 覆盖板：巨型红色花瓣
thermaldynamics:cover:0, 覆盖板：巨型黄色花瓣
thermaldynamics:cover:0, 覆盖板：神圣橡木木板
thermaldynamics:cover:0, 覆盖板：樱花木木板
thermaldynamics:cover:0, 覆盖板：暗影木木板
thermaldynamics:cover:0, 覆盖板：杉木木板
thermaldynamics:cover:0, 覆盖板：天域木木板
thermaldynamics:cover:0, 覆盖板：魔法木木板
thermaldynamics:cover:0, 覆盖板：美洲红木木板
thermaldynamics:cover:0, 覆盖板：棕榈木木板
thermaldynamics:cover:0, 覆盖板：红木木板
thermaldynamics:cover:0, 覆盖板：柳木木板
thermaldynamics:cover:0, 覆盖板：松木木板
thermaldynamics:cover:0, 覆盖板：地狱皮木木板
thermaldynamics:cover:0, 覆盖板：蓝花楹木木板
thermaldynamics:cover:0, 覆盖板：桃花心木木板
thermaldynamics:cover:0, 覆盖板：檀木木板
thermaldynamics:cover:0, 覆盖板：桉木木板
thermaldynamics:cover:0, 覆盖板：神圣橡木楼梯
thermaldynamics:cover:0, 覆盖板：樱桃木楼梯
thermaldynamics:cover:0, 覆盖板：暗影木楼梯
thermaldynamics:cover:0, 覆盖板：杉木楼梯
thermaldynamics:cover:0, 覆盖板：天域木楼梯
thermaldynamics:cover:0, 覆盖板：魔法木楼梯
thermaldynamics:cover:0, 覆盖板：红树木楼梯
thermaldynamics:cover:0, 覆盖板：古代植物楼梯
thermaldynamics:cover:0, 覆盖板：红木楼梯
thermaldynamics:cover:0, 覆盖板：垂枝树楼梯
thermaldynamics:cover:0, 覆盖板：雾朦松木楼梯
thermaldynamics:cover:0, 覆盖板：地狱皮树楼梯
thermaldynamics:cover:0, 覆盖板：蓝花楹木楼梯
thermaldynamics:cover:0, 覆盖板：桃花心木楼梯
thermaldynamics:cover:0, 覆盖板：檀木楼梯
thermaldynamics:cover:0, 覆盖板：桉木楼梯
thermaldynamics:cover:0, 覆盖板：神圣橡木台阶
thermaldynamics:cover:0, 覆盖板：樱花木台阶
thermaldynamics:cover:0, 覆盖板：暗影木台阶
thermaldynamics:cover:0, 覆盖板：杉木台阶
thermaldynamics:cover:0, 覆盖板：天域木台阶
thermaldynamics:cover:0, 覆盖板：魔法木台阶
thermaldynamics:cover:0, 覆盖板：美洲红木台阶
thermaldynamics:cover:0, 覆盖板：棕榈木台阶
thermaldynamics:cover:0, 覆盖板：红木台阶
thermaldynamics:cover:0, 覆盖板：柳树台阶
thermaldynamics:cover:0, 覆盖板：松木台阶
thermaldynamics:cover:0, 覆盖板：地狱皮树台阶
thermaldynamics:cover:0, 覆盖板：蓝花楹木台阶
thermaldynamics:cover:0, 覆盖板：桃花心木台阶
thermaldynamics:cover:0, 覆盖板：檀木台阶
thermaldynamics:cover:0, 覆盖板：桉木台阶
thermaldynamics:cover:0, 覆盖板：神圣橡木栅栏
thermaldynamics:cover:0, 覆盖板：樱桃木栅栏
thermaldynamics:cover:0, 覆盖板：暗影木栅栏
thermaldynamics:cover:0, 覆盖板：杉木栅栏
thermaldynamics:cover:0, 覆盖板：天域木栅栏
thermaldynamics:cover:0, 覆盖板：魔法木栅栏
thermaldynamics:cover:0, 覆盖板：红树木栅栏
thermaldynamics:cover:0, 覆盖板：古树栅栏
thermaldynamics:cover:0, 覆盖板：红木栅栏
thermaldynamics:cover:0, 覆盖板：柳木栅栏
thermaldynamics:cover:0, 覆盖板：松木栅栏
thermaldynamics:cover:0, 覆盖板：地狱皮树栅栏
thermaldynamics:cover:0, 覆盖板：蓝花楹栅栏
thermaldynamics:cover:0, 覆盖板：桃花心木栅栏
thermaldynamics:cover:0, 覆盖板：檀木栅栏
thermaldynamics:cover:0, 覆盖板：桉木栅栏
thermaldynamics:cover:0, 覆盖板：神圣橡木栅栏门
thermaldynamics:cover:0, 覆盖板：樱桃木栅栏门
thermaldynamics:cover:0, 覆盖板：暗影木栅栏门
thermaldynamics:cover:0, 覆盖板：杉木栅栏门
thermaldynamics:cover:0, 覆盖板：天域木栅栏门
thermaldynamics:cover:0, 覆盖板：魔法木栅栏门
thermaldynamics:cover:0, 覆盖板：红树木栅栏门
thermaldynamics:cover:0, 覆盖板：古树栅栏门
thermaldynamics:cover:0, 覆盖板：红木栅栏门
thermaldynamics:cover:0, 覆盖板：柳木栅栏门
thermaldynamics:cover:0, 覆盖板：松木栅栏门
thermaldynamics:cover:0, 覆盖板：地狱皮树栅栏门
thermaldynamics:cover:0, 覆盖板：蓝花楹栅栏门
thermaldynamics:cover:0, 覆盖板：桃花心木栅栏门
thermaldynamics:cover:0, 覆盖板：檀木栅栏门
thermaldynamics:cover:0, 覆盖板：桉木栅栏门
thermaldynamics:cover:0, 覆盖板：粉珊瑚
thermaldynamics:cover:0, 覆盖板：橙珊瑚
thermaldynamics:cover:0, 覆盖板：蓝珊瑚
thermaldynamics:cover:0, 覆盖板：夜光珊瑚
thermaldynamics:cover:0, 覆盖板：海藻
thermaldynamics:cover:0, 覆盖板：海带
thermaldynamics:cover:0, 覆盖板：中型睡莲
thermaldynamics:cover:0, 覆盖板：小型睡莲
thermaldynamics:cover:0, 覆盖板：微型睡莲
thermaldynamics:cover:0, 覆盖板：睡莲花
thermaldynamics:cover:0, 覆盖板：竹子
thermaldynamics:cover:0, 覆盖板：黄秋树树苗
thermaldynamics:cover:0, 覆盖板：橙秋树树苗
thermaldynamics:cover:0, 覆盖板：竹笋
thermaldynamics:cover:0, 覆盖板：魔法树树苗
thermaldynamics:cover:0, 覆盖板：暗影树树苗
thermaldynamics:cover:0, 覆盖板：垂死树树苗
thermaldynamics:cover:0, 覆盖板：杉树树苗
thermaldynamics:cover:0, 覆盖板：天域树树苗
thermaldynamics:cover:0, 覆盖板：原始树树苗
thermaldynamics:cover:0, 覆盖板：粉红色樱花树树苗
thermaldynamics:cover:0, 覆盖板：白色樱花树树苗
thermaldynamics:cover:0, 覆盖板：枫树树苗
thermaldynamics:cover:0, 覆盖板：地狱皮树树苗
thermaldynamics:cover:0, 覆盖板：花橡树树苗
thermaldynamics:cover:0, 覆盖板：蓝花楹树树苗
thermaldynamics:cover:0, 覆盖板：神圣橡树树苗
thermaldynamics:cover:0, 覆盖板：美洲红树树苗
thermaldynamics:cover:0, 覆盖板：棕榈树树苗
thermaldynamics:cover:0, 覆盖板：红木树树苗
thermaldynamics:cover:0, 覆盖板：柳树树苗
thermaldynamics:cover:0, 覆盖板：松树树苗
thermaldynamics:cover:0, 覆盖板：桃花心树树苗
thermaldynamics:cover:0, 覆盖板：檀树树苗
thermaldynamics:cover:0, 覆盖板：桉树树苗
thermaldynamics:cover:0, 覆盖板：低草丛
thermaldynamics:cover:0, 覆盖板：中草丛
thermaldynamics:cover:0, 覆盖板：灌木丛
thermaldynamics:cover:0, 覆盖板：芽
thermaldynamics:cover:0, 覆盖板：毒常春藤
thermaldynamics:cover:0, 覆盖板：浆果灌木
thermaldynamics:cover:0, 覆盖板：灌木
thermaldynamics:cover:0, 覆盖板：麦草
thermaldynamics:cover:0, 覆盖板：湿草
thermaldynamics:cover:0, 覆盖板：银蕨
thermaldynamics:cover:0, 覆盖板：三叶草
thermaldynamics:cover:0, 覆盖板：落叶堆
thermaldynamics:cover:0, 覆盖板：枯叶堆
thermaldynamics:cover:0, 覆盖板：枯草
thermaldynamics:cover:0, 覆盖板：沙漠草
thermaldynamics:cover:0, 覆盖板：沙漠芽
thermaldynamics:cover:0, 覆盖板：沙丘草
thermaldynamics:cover:0, 覆盖板：光谱蕨
thermaldynamics:cover:0, 覆盖板：荆棘丛
thermaldynamics:cover:0, 覆盖板：野生稻
thermaldynamics:cover:0, 覆盖板：香蒲
thermaldynamics:cover:0, 覆盖板：江藤
thermaldynamics:cover:0, 覆盖板：仙人球
thermaldynamics:cover:0, 覆盖板：恶魔草
thermaldynamics:cover:0, 覆盖板：芦苇
thermaldynamics:cover:0, 覆盖板：根
thermaldynamics:cover:0, 覆盖板：大王花
thermaldynamics:cover:0, 覆盖板：麦
thermaldynamics:cover:0, 覆盖板：亚麻
thermaldynamics:cover:0, 覆盖板：香蒲
thermaldynamics:cover:0, 覆盖板：眼灯草
thermaldynamics:cover:0, 覆盖板：海燕麦
thermaldynamics:cover:0, 覆盖板：毒菌
thermaldynamics:cover:0, 覆盖板：双孢蘑菇
thermaldynamics:cover:0, 覆盖板：蓝牛奶伞菌
thermaldynamics:cover:0, 覆盖板：夜光菇
thermaldynamics:cover:0, 覆盖板：平菇
thermaldynamics:cover:0, 覆盖板：影菇
thermaldynamics:cover:0, 覆盖板：荆棘
thermaldynamics:cover:0, 覆盖板：苜蓿
thermaldynamics:cover:0, 覆盖板：沼泽花
thermaldynamics:cover:0, 覆盖板：死亡花
thermaldynamics:cover:0, 覆盖板：夜光花
thermaldynamics:cover:0, 覆盖板：蓝绣球花
thermaldynamics:cover:0, 覆盖板：橙色波斯菊
thermaldynamics:cover:0, 覆盖板：粉水仙
thermaldynamics:cover:0, 覆盖板：野花
thermaldynamics:cover:0, 覆盖板：紫罗兰
thermaldynamics:cover:0, 覆盖板：白银莲花
thermaldynamics:cover:0, 覆盖板：末影莲花
thermaldynamics:cover:0, 覆盖板：凤梨花
thermaldynamics:cover:0, 覆盖板：枯萎的百合
thermaldynamics:cover:0, 覆盖板：粉木槿
thermaldynamics:cover:0, 覆盖板：铃兰
thermaldynamics:cover:0, 覆盖板：火焰花
thermaldynamics:cover:0, 覆盖板：熏衣草
thermaldynamics:cover:0, 覆盖板：秋麒麟草
thermaldynamics:cover:0, 覆盖板：蓝铃花
thermaldynamics:cover:0, 覆盖板：乐矿花
thermaldynamics:cover:0, 覆盖板：霜鸢尾
thermaldynamics:cover:0, 覆盖板：玫瑰
thermaldynamics:cover:0, 覆盖板：绿萝
thermaldynamics:cover:0, 覆盖板：柳树藤
thermaldynamics:cover:0, 覆盖板：蕨类培养罐
thermaldynamics:cover:0, 覆盖板：蘑菇培养罐
thermaldynamics:cover:0, 覆盖板：仙人球培养罐
thermaldynamics:cover:0, 覆盖板：亚麻培养罐
thermaldynamics:cover:0, 覆盖板：粉水仙培养罐
thermaldynamics:cover:0, 覆盖板：银蕨培养罐
thermaldynamics:cover:0, 覆盖板：竹子培养罐
thermaldynamics:cover:0, 覆盖板：海燕麦培养罐
thermaldynamics:cover:0, 覆盖板：夜光菇培养罐
thermaldynamics:cover:0, 覆盖板：死亡培养罐
thermaldynamics:cover:0, 覆盖板：夜光花培养罐
thermaldynamics:cover:0, 覆盖板：死亡花培养罐
thermaldynamics:cover:0, 覆盖板：荒芜培养罐
thermaldynamics:cover:0, 覆盖板：原始培养罐
thermaldynamics:cover:0, 覆盖板：地狱培养罐
thermaldynamics:cover:0, 覆盖板：末地培养罐
thermaldynamics:cover:0, 覆盖板：非法
thermaldynamics:cover:0, 覆盖板：非法
thermaldynamics:cover:0, 覆盖板：非法
thermaldynamics:cover:0, 覆盖板：非法
thermaldynamics:cover:0, 覆盖板：非法
thermaldynamics:cover:0, 覆盖板：非法
thermaldynamics:cover:0, 覆盖板：非法
thermaldynamics:cover:0, 覆盖板：非法
thermaldynamics:cover:0, 覆盖板：压缩工作台
thermaldynamics:cover:0, 覆盖板：二重压缩工作台
thermaldynamics:cover:0, 覆盖板：中子素块
thermaldynamics:cover:0, 覆盖板：数据包-已完成
thermaldynamics:cover:0, 覆盖板：高压水矩阵
thermaldynamics:cover:0, 覆盖板：神秘使营火
thermaldynamics:cover:0, 覆盖板：雨水收集器
thermaldynamics:cover:0, 覆盖板：沼泽泥
thermaldynamics:cover:0, 覆盖板：腐殖土
thermaldynamics:cover:0, 覆盖板：磷灰石
thermaldynamics:cover:0, 覆盖板：铜矿石
thermaldynamics:cover:0, 覆盖板：锡矿石
thermaldynamics:cover:0, 覆盖板：磷灰石块
thermaldynamics:cover:0, 覆盖板：铜块
